Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,11.1,2763.922,34.0625
1,12.1,3313.081,34.0625
2,27.0,3241.898,34.0625
3,14.0,3131.941,34.0625
4,6.9,3300.884,34.0625
5,18.0,3098.945,34.0625
6,12.1,3277.167,34.0625
7,13.0,3305.506,34.0625
8,8.0,3300.115,34.0625
9,12.0,3304.686,34.0625
10,11.1,2636.585,34.0625
11,13.0,2304.068,34.0625
12,12.9,3299.866,34.0625
13,13.1,3300.084,34.0625
14,8.0,2900.008,34.0625
15,18.2,3300.172,34.0625
16,26.3,2982.339,34.0625
17,32.7,2272.483,34.0625
18,25.0,2467.177,34.0625
19,15.8,2347.002,34.0625
20,10.0,3299.689,34.0625
21,15.2,3237.949,34.0625
22,14.9,2914.933,34.0625
23,25.5,3218.793,34.0625
24,12.1,2286.725,34.0625
25,14.9,2922.924,34.0625
26,12.0,3223.543,34.0625
27,15.0,2907.571,34.0625
28,13.1,3225.66,34.0625
29,16.8,2906.467,34.0625
30,15.0,2975.326,34.0625
31,66.7,3225.581,34.0625
32,16.0,2908.447,34.0625
33,12.1,3294.972,34.0625
34,13.0,3299.452,34.0625
35,60.2,3305.506,34.0625
36,13.9,3251.191,34.0625
37,12.0,3090.926,34.0625
38,12.1,2374.862,34.0625
39,13.1,3292.468,34.0625
40,14.0,3295.587,34.0625
41,12.0,3310.052,34.0625
42,29.0,2462.504,34.0625
43,13.0,2294.351,34.0625
44,13.0,3287.584,34.0625
45,20.2,3257.295,34.0625
46,13.0,2764.79,34.0625
47,12.1,3304.998,34.0625
48,15.0,2982.942,34.0625
49,13.9,2273.409,34.0625
50,15.0,2467.899,34.0625
51,21.0,2290.804,34.0625
52,52.0,3263.247,34.0625
53,15.2,3250.526,34.0625
54,15.0,2929.733,34.0625
55,8.0,3238.125,34.0625
56,12.0,3246.027,34.0625
57,15.0,2934.722,34.0625
58,10.2,3302.487,34.0625
59,15.8,2908.449,34.0625
60,46.5,3300.061,34.0625
61,15.8,2905.401,34.0625
62,17.0,2991.509,34.0625
63,14.0,2978.172,34.0625
