Núcleo lógico,Uso (%),Frecuencia (MHz),Temperatura (°C)
0,19.0,3180.619,35.3125
1,19.8,2532.282,35.3125
2,22.0,2612.148,35.3125
3,14.0,2580.424,35.3125
4,21.8,2572.894,35.3125
5,14.0,1707.744,35.3125
6,62.0,3300.394,35.3125
7,15.0,2585.329,35.3125
8,16.7,2583.143,35.3125
9,16.0,2584.623,35.3125
10,13.9,2638.198,35.3125
11,19.6,3299.798,35.3125
12,2.0,2718.306,35.3125
13,13.1,3300.081,35.3125
14,76.0,3247.399,35.3125
15,23.8,3187.146,35.3125
16,43.6,3279.127,35.3125
17,19.0,3162.442,35.3125
18,20.4,1465.301,35.3125
19,42.0,3273.348,35.3125
20,20.0,1982.435,35.3125
21,31.3,3271.248,35.3125
22,15.2,3300.093,35.3125
23,15.8,2196.179,35.3125
24,9.1,3299.763,35.3125
25,21.0,3300.089,35.3125
26,12.1,2200.355,35.3125
27,19.8,3293.255,35.3125
28,13.0,1946.649,35.3125
29,47.0,3294.704,35.3125
30,27.3,3300.403,35.3125
31,15.3,3300.078,35.3125
32,16.0,3299.893,35.3125
33,19.6,2549.67,35.3125
34,37.8,3300.163,35.3125
35,21.0,2596.531,35.3125
36,20.8,2589.093,35.3125
37,13.1,1482.541,35.3125
38,40.4,3236.524,35.3125
39,17.0,3299.992,35.3125
40,14.3,2910.96,35.3125
41,22.0,1790.74,35.3125
42,12.1,2766.548,35.3125
43,12.0,2920.686,35.3125
44,9.0,1405.632,35.3125
45,13.0,2782.829,35.3125
46,11.0,3266.811,35.3125
47,35.0,3266.453,35.3125
48,14.9,2607.823,35.3125
49,20.8,1628.058,35.3125
50,47.4,1466.348,35.3125
51,15.0,3298.349,35.3125
52,29.4,1735.623,35.3125
53,39.0,3296.54,35.3125
54,19.8,3295.245,35.3125
55,52.0,2619.006,35.3125
56,19.0,3294.573,35.3125
57,10.1,2896.7,35.3125
58,19.6,1703.041,35.3125
59,17.8,3295.48,35.3125
60,18.2,2657.995,35.3125
61,14.9,3296.1,35.3125
62,16.0,2753.717,35.3125
63,16.0,2769.898,35.3125
